,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps,
[2026-05-06 15:22:27.615] ,458,28.97,29.74,100550.7,239981.25,348.98,378.91,387.07,391.33,2424.67,2764.79,2783.61,2785.56,2786.02,0.5,
[2026-05-06 15:22:32.629] ,457,28.96,29.75,100552.55,240658.05,347.1,377.31,385.8,390.23,2410.52,2749.41,2768.53,2770.54,2771,0.49,
[2026-05-06 15:22:37.649] ,459,28.96,29.78,100550.42,240488.5,343.71,373.55,381.89,386.25,2387.14,2722.61,2741.48,2743.46,2743.91,0.5,
[2026-05-06 15:22:42.660] ,459,28.94,29.75,100549.88,238973.16,343.41,373.22,381.55,385.9,2385.06,2720.24,2739.09,2741.06,2741.52,0.5,
[2026-05-06 15:22:47.671] ,460,28.92,29.75,100548.91,239140.59,344.74,376.47,386.32,391.46,2390.04,2728.93,2749.48,2751.72,2752.2,0.49,
[2026-05-06 15:22:52.687] ,461,28.91,29.76,100548.12,240658.05,344.62,376.61,386.68,391.94,2388.56,2727.69,2748.47,2750.75,2751.24,0.48,
[2026-05-06 15:22:57.707] ,461,28.9,29.85,100548.66,238805.97,344.45,375.63,385.05,389.96,2389.24,2727.15,2747.21,2749.38,2749.85,0.48,
[2026-05-06 15:23:02.726] ,462,28.88,29.92,100548.28,238805.97,345.23,376.6,386.14,391.11,2394.34,2733.17,2753.39,2755.58,2756.06,0.47,
[2026-05-06 15:23:07.734] ,462,28.87,30.08,100549.05,237311.7,345.59,376.46,385.57,390.31,2398.18,2736.65,2756.4,2758.52,2758.99,0.48,
[2026-05-06 15:23:12.749] ,462,28.89,30.14,100550.26,237973.5,346.83,377.46,386.31,390.93,2407.58,2746.8,2766.31,2768.38,2768.84,0.49,
[2026-05-06 15:23:17.765] ,460,28.88,30.1,100547.99,237807.7,346.55,377.61,386.82,391.63,2404.55,2744.1,2764,2766.14,2766.61,0.5,
[2026-05-06 15:23:22.781] ,459,28.86,29.95,100546.88,241680.44,344.3,375.12,384.24,389,2389.05,2726.34,2746.08,2748.19,2748.66,0.48,
[2026-05-06 15:23:27.797] ,460,28.84,29.82,100548.23,243751.48,341.88,373.64,383.66,388.88,2369.43,2705.9,2726.55,2728.81,2729.3,0.49,
[2026-05-06 15:23:32.812] ,458,28.83,29.83,100548.36,244100.12,342.18,374.5,384.96,390.42,2370.29,2707.77,2728.91,2731.25,2731.75,0.51,
[2026-05-06 15:23:37.827] ,458,28.84,29.92,100548.39,240319.17,340.81,373.09,383.59,389.06,2360.58,2696.83,2717.97,2720.31,2720.81,0.48,
[2026-05-06 15:23:42.844] ,459,28.84,30.04,100546.94,237973.5,338.71,370.74,381.13,386.54,2346.18,2680.29,2701.25,2703.57,2704.07,0.5,
[2026-05-06 15:23:47.865] ,458,28.85,30.16,100547.99,237642.14,336.88,369.5,380.46,386.18,2331.63,2664.95,2686.49,2688.91,2689.42,0.5,
[2026-05-06 15:23:52.874] ,458,28.85,30.28,100546.99,238139.53,336.99,368.83,379.14,384.52,2334.34,2666.71,2687.55,2689.85,2690.34,0.5,
[2026-05-06 15:23:57.888] ,457,28.85,30.19,100548.45,240488.5,336.37,367.64,377.5,382.65,2331.23,2662.31,2682.63,2684.86,2685.34,0.48,
[2026-05-06 15:24:02.910] ,456,28.87,30.03,100549.02,241168.16,327.92,357.89,367.09,371.88,2273.88,2595.96,2615.31,2617.41,2617.87,0.48,
[2026-05-06 15:24:07.922] ,457,28.9,29.92,100550.12,241509.44,319.91,348.94,357.73,362.32,2218.87,2532.79,2551.48,2553.5,2553.94,0.5,
[2026-05-06 15:24:12.935] ,457,28.92,29.8,100547.45,242711.55,316.55,345.63,354.62,359.31,2194.75,2505.85,2524.66,2526.71,2527.15,0.48,
[2026-05-06 15:24:17.955] ,458,28.95,29.66,100548.85,243577.55,316.15,345.35,354.46,359.22,2191.6,2502.51,2521.44,2523.51,2523.96,0.5,
[2026-05-06 15:24:22.965] ,457,28.96,29.51,100548.93,244274.81,314.92,344.04,353.15,357.91,2182.92,2492.68,2511.57,2513.64,2514.09,0.49,
[2026-05-06 15:24:27.973] ,456,28.98,29.4,100550.14,245328.22,314.49,342.81,351.28,355.7,2181.83,2490.14,2508.32,2510.28,2510.71,0.5,
[2026-05-06 15:24:32.994] ,456,28.95,29.32,100550.53,243577.55,312.66,342.05,351.5,356.43,2166.1,2474.28,2493.48,2495.6,2496.05,0.52,
[2026-05-06 15:24:38.009] ,458,28.96,29.31,100550.07,245681.38,304.55,333.28,342.56,347.4,2109.73,2410.05,2428.83,2430.9,2431.35,0.52,
[2026-05-06 15:24:43.024] ,458,28.99,29.25,100550.38,246568.75,289.58,316.34,324.7,329.07,2007.31,2292.12,2309.47,2311.37,2311.78,0.48,
[2026-05-06 15:24:48.041] ,456,29.01,29.21,100550.73,244274.81,281.02,305.91,313.12,316.89,1950.62,2225.56,2241.42,2243.11,2243.49,0.48,
[2026-05-06 15:24:53.055] ,454,29.03,29.15,100551.03,246746.98,277.65,301.62,308.24,311.7,1928.65,2199.47,2214.58,2216.16,2216.53,0.48,
[2026-05-06 15:24:58.074] ,453,29.05,29.08,100552.36,246568.75,276.85,300.13,306.23,309.41,1924.6,2193.8,2208.32,2209.81,2210.16,0.46,
[2026-05-06 15:25:03.079] ,452,29.01,29.04,100547.91,245328.22,280.15,303.29,309.1,312.14,1948.61,2220.46,2234.76,2236.21,2236.55,0.47,
[2026-05-06 15:25:08.096] ,451,29.03,29.02,100550.1,243230.41,286.32,310.1,316.16,319.32,1991.19,2269.21,2283.95,2285.45,2285.8,0.49,
[2026-05-06 15:25:13.115] ,450,29.02,29.01,100548.53,243230.41,292.92,317.09,323.16,326.32,2037.44,2321.66,2336.6,2338.11,2338.47,0.5,
[2026-05-06 15:25:18.130] ,448,29.01,29.1,100546.62,242539.08,304.03,329.37,335.87,339.26,2114.09,2409.42,2425.15,2426.75,2427.13,0.48,
[2026-05-06 15:25:23.138] ,448,29.02,29.13,100547.38,240150.09,308.01,334.07,340.97,344.58,2140.88,2440.59,2456.88,2458.56,2458.95,0.49,
[2026-05-06 15:25:28.159] ,446,29.01,29.16,100547.85,238973.16,309.96,335.89,342.6,346.1,2155.16,2456.38,2472.5,2474.15,2474.54,0.48,
[2026-05-06 15:25:33.178] ,445,29.04,29.14,100548.82,240319.17,305.92,331.58,338.25,341.73,2126.92,2424.3,2440.27,2441.9,2442.29,0.48,
[2026-05-06 15:25:38.186] ,447,29.06,29.1,100548.28,241338.67,299.51,324.27,330.5,333.75,2083.21,2373.87,2389.18,2390.73,2391.1,0.47,
[2026-05-06 15:25:43.205] ,447,29.08,29.06,100548.78,241338.67,293.78,317.69,323.49,326.52,2044.24,2328.84,2343.52,2344.99,2345.34,0.47,
[2026-05-06 15:25:48.224] ,447,29.1,29.06,100548.47,239476.14,290.11,314.6,321.05,324.42,2016.62,2298.84,2314.13,2315.7,2316.07,0.52,
[2026-05-06 15:25:53.235] ,446,29.07,29.05,100548.68,239476.14,291.1,316.42,323.51,327.22,2021.7,2305.88,2321.89,2323.58,2323.96,0.48,
[2026-05-06 15:25:58.245] ,446,29.07,29.04,100548.62,242711.55,290.63,316.61,324.27,328.27,2016.77,2301.43,2318.05,2319.83,2320.22,0.48,
[2026-05-06 15:26:03.265] ,443,29.06,29.01,100547.33,244800.38,290.61,316.79,324.63,328.71,2016.13,2301.05,2317.86,2319.67,2320.07,0.5,
[2026-05-06 15:26:08.280] ,443,29.05,28.97,100547.47,245152.02,288.07,314.89,323.37,327.79,1996.44,2280.03,2297.47,2299.38,2299.79,0.52,
[2026-05-06 15:26:13.297] ,444,29.03,28.97,100548.44,239140.59,277.47,303.8,312.38,316.86,1921.72,2195.54,2212.79,2214.71,2215.11,0.5,
[2026-05-06 15:26:18.314] ,443,29.04,28.98,100548.04,239140.59,258.74,282.65,290.13,294.02,1793.55,2048.03,2063.54,2065.24,2065.6,0.5,
[2026-05-06 15:26:23.326] ,443,29.07,29.02,100548.64,231989.12,252.75,276.13,283.45,287.26,1752.02,2000.64,2015.8,2017.46,2017.82,0.5,
[2026-05-06 15:26:28.336] ,443,29.09,29.11,100549.52,229339.31,253.83,277.3,284.64,288.47,1759.45,2009.12,2024.35,2026.01,2026.37,0.49,
[2026-05-06 15:26:33.355] ,442,29.09,29.16,100549.23,227051,244.81,266.86,273.45,276.89,1698.4,1938.41,1952.56,1954.08,1954.41,0.51,
[2026-05-06 15:26:38.366] ,442,29.1,29.15,100547.86,231046.94,241.17,262.46,268.61,271.81,1674.16,1910.03,1923.58,1925.02,1925.35,0.47,
[2026-05-06 15:26:43.386] ,441,29.1,29.08,100548.84,238639.02,248.31,269.26,274.77,277.65,1726.05,1967.59,1980.67,1982.01,1982.32,0.46,
[2026-05-06 15:26:48.392] ,439,29.11,29,100549.58,242366.86,253.67,274.79,280.19,283.02,1763.96,2010.34,2023.44,2024.78,2025.09,0.48,
[2026-05-06 15:26:53.414] ,440,29.08,28.99,100549.62,241168.16,256.49,278.11,283.8,286.77,1782.93,2032.41,2045.9,2047.29,2047.61,0.49,
[2026-05-06 15:26:58.429] ,440,29.06,29.02,100549.05,239476.14,257.22,279.41,285.53,288.72,1786.84,2037.7,2051.69,2053.15,2053.48,0.5,
[2026-05-06 15:27:03.449] ,438,29.05,29.1,100548.77,239308.25,260.2,284.37,291.99,295.97,1803.39,2059.48,2075.19,2076.91,2077.28,0.52,
[2026-05-06 15:27:08.462] ,438,29.06,29.16,100547.52,239812.64,267.93,293.06,301.11,305.31,1856.36,2120.37,2136.77,2138.58,2138.97,0.5,
[2026-05-06 15:27:13.482] ,438,29.05,29.21,100549.02,241338.67,276.58,302.69,311.13,315.53,1915.92,2188.67,2205.74,2207.63,2208.03,0.48,
[2026-05-06 15:27:18.497] ,439,29.01,29.16,100547.78,240997.88,279.86,305.78,313.91,318.15,1939.85,2215.18,2232,2233.84,2234.24,0.48,
[2026-05-06 15:27:23.510] ,440,28.99,29.14,100547.23,243057.2,278.07,303.39,311.11,315.14,1928.42,2201.41,2217.74,2219.51,2219.89,0.51,
[2026-05-06 15:27:28.529] ,439,28.97,29.14,100547.38,242023.16,276.34,300.93,308.14,311.89,1917.81,2188.34,2204.05,2205.72,2206.1,0.49,
[2026-05-06 15:27:33.547] ,440,28.96,29.14,100547.72,245504.67,277,301.13,307.92,311.46,1923.64,2194.11,2209.38,2210.99,2211.36,0.47,
[2026-05-06 15:27:38.565] ,439,29.01,29.11,100548.69,246035.56,279.11,303.87,311.09,314.85,1937.2,2210.34,2226.14,2227.82,2228.2,0.51,
[2026-05-06 15:27:43.576] ,441,29.04,29.1,100548.65,241338.67,278.65,303.96,311.64,315.65,1932.62,2206.08,2222.38,2224.15,2224.53,0.51,
[2026-05-06 15:27:48.595] ,444,29.06,29.13,100550.07,240658.05,275.28,300.2,307.72,311.65,1909.43,2179.48,2195.51,2197.24,2197.63,0.47,
[2026-05-06 15:27:53.609] ,443,29.05,29.05,100549.41,242023.16,270.43,294.84,302.16,305.98,1875.99,2141.18,2156.86,2158.55,2158.93,0.49,
[2026-05-06 15:27:58.625] ,443,29.03,29.02,100550.23,241680.44,266.25,290.02,297.01,300.66,1847.61,2108.35,2123.55,2125.18,2125.54,0.5,
[2026-05-06 15:28:03.635] ,444,29.01,29.01,100547.77,241851.67,260.99,285.05,292.54,296.44,1809.33,2065.94,2081.53,2083.23,2083.6,0.5,
[2026-05-06 15:28:08.656] ,445,28.98,29,100548.64,242194.89,260.5,284.64,292.22,296.17,1805.6,2061.9,2077.57,2079.29,2079.66,0.46,
[2026-05-06 15:28:13.673] ,445,28.96,28.99,100548.66,244274.81,263.59,287.62,294.96,298.79,1827.97,2086.78,2102.28,2103.96,2104.32,0.48,
[2026-05-06 15:28:18.685] ,442,28.94,29,100547.76,243230.41,268.71,293.63,301.47,305.55,1862.48,2126.88,2143.07,2144.84,2145.23,0.51,
[2026-05-06 15:28:23.707] ,442,28.95,29.03,100548.62,238973.16,271.36,297.42,306.06,310.57,1878.73,2146.92,2164.07,2165.99,2166.39,0.51,
[2026-05-06 15:28:28.725] ,442,28.96,29.08,100547.72,238639.02,274.02,300.24,308.9,313.41,1897.31,2168.02,2185.26,2187.18,2187.59,0.51,
[2026-05-06 15:28:33.735] ,440,28.94,29.09,100549.27,233257.41,276.09,302.19,310.65,315.06,1912.45,2184.78,2201.85,2203.74,2204.15,0.49,
[2026-05-06 15:28:38.753] ,440,28.93,29.06,100548.08,234378.58,274.32,300.5,309.11,313.6,1899.58,2170.49,2187.68,2189.6,2190,0.5,
[2026-05-06 15:28:43.773] ,439,28.93,29.04,100547.18,237807.7,269.51,295.45,304.08,308.59,1865.74,2132.19,2149.28,2151.19,2151.59,0.49,
[2026-05-06 15:28:48.781] ,439,28.95,28.97,100546.63,245681.38,264.43,289.13,296.98,301.08,1832.38,2092.8,2108.89,2110.66,2111.04,0.47,
[2026-05-06 15:28:53.799] ,443,28.96,28.96,100546.55,236489.61,256.3,279.96,287.33,291.18,1776.76,2028.79,2044.13,2045.8,2046.16,0.49,
[2026-05-06 15:28:58.812] ,445,28.97,29,100547.27,238805.97,240.61,262.59,269.34,272.86,1668.47,1904.78,1918.97,1920.51,1920.85,0.49,
[2026-05-06 15:29:03.829] ,447,28.98,28.99,100546.2,238305.8,236.57,258.07,264.61,268.02,1640.78,1872.97,1886.83,1888.32,1888.65,0.49,
[2026-05-06 15:29:08.846] ,446,29.01,28.97,100546.5,239140.59,234.87,255.99,262.28,265.57,1629.54,1859.75,1873.29,1874.75,1875.07,0.47,
[2026-05-06 15:29:13.871] ,446,29.03,28.89,100547.19,243230.41,231.92,252.85,259.14,262.42,1608.86,1836.29,1849.74,1851.18,1851.5,0.49,
[2026-05-06 15:29:18.885] ,444,29.05,28.82,100548.52,245504.67,228.7,249.16,255.21,258.36,1586.96,1810.99,1824.09,1825.49,1825.8,0.5,
[2026-05-06 15:29:23.895] ,443,29.02,28.78,100549.06,242711.55,226.2,246.75,252.99,256.24,1568.89,1790.89,1804.12,1805.55,1805.87,0.51,
[2026-05-06 15:29:28.912] ,444,29.01,28.78,100548.16,246213.03,225.57,246.14,252.42,255.7,1564.32,1785.81,1799.07,1800.51,1800.83,0.47,
[2026-05-06 15:29:33.936] ,444,29.01,28.86,100549.02,240997.88,228.22,249.28,255.85,259.28,1582.05,1806.48,1820.13,1821.62,1821.95,0.48,
[2026-05-06 15:29:38.945] ,442,29.01,29.03,100547.94,241509.44,233.24,254.44,260.87,264.23,1617.69,1846.6,1860.25,1861.73,1862.05,0.47,
[2026-05-06 15:29:43.960] ,444,29.01,29.18,100547.3,241509.44,241.66,263.85,270.72,274.3,1675.48,1912.98,1927.34,1928.9,1929.24,0.49,
[2026-05-06 15:29:48.983] ,443,29.01,29.32,100547.12,242366.86,247.41,270.18,277.24,280.92,1715.26,1958.46,1973.2,1974.81,1975.16,0.48,
[2026-05-06 15:29:53.999] ,443,29.01,29.33,100546.27,241168.16,245.63,268.08,274.97,278.57,1703.24,1944.49,1958.99,1960.56,1960.91,0.49,
[2026-05-06 15:29:59.016] ,442,29.04,29.25,100548.41,242884.25,243.58,265.96,272.89,276.5,1688.76,1928.15,1942.63,1944.21,1944.55,0.47,
[2026-05-06 15:30:04.030] ,442,29.06,29.09,100549.45,243230.41,245.32,267.74,274.62,278.2,1701.11,1942.05,1956.53,1958.1,1958.44,0.48,
[2026-05-06 15:30:09.043] ,438,29.06,29.01,100548.89,240827.84,247.81,269.7,276.03,279.33,1720.19,1962.57,1976.51,1977.99,1978.33,0.47,
[2026-05-06 15:30:14.055] ,437,29.05,28.93,100549.05,244449.75,249.21,271.14,277.42,280.7,1730.17,1973.79,1987.73,1989.2,1989.54,0.49,
[2026-05-06 15:30:19.077] ,438,29.05,28.86,100550.1,246925.48,241.04,262.07,268,271.09,1673.89,1909.29,1922.61,1924.01,1924.33,0.48,
[2026-05-06 15:30:24.096] ,438,29.08,28.82,100550.16,244274.81,237.81,258.75,264.75,267.89,1651,1883.5,1896.81,1898.22,1898.54,0.5,
[2026-05-06 15:30:29.111] ,440,29.1,28.84,100549.26,239308.25,234.15,254.36,259.94,262.85,1626.55,1854.93,1867.67,1869.01,1869.31,0.49,
[2026-05-06 15:30:34.122] ,437,29.09,28.9,100549.82,240319.17,230.88,250.72,256.16,258.99,1604,1829.08,1841.57,1842.87,1843.17,0.5,
[2026-05-06 15:30:39.134] ,436,29.08,29.02,100548.42,239140.59,228.01,248.12,253.92,256.94,1582.85,1805.82,1818.62,1819.98,1820.28,0.49,
[2026-05-06 15:30:44.160] ,437,29.07,29.12,100550.21,239308.25,228.58,248.98,254.98,258.11,1586.24,1810.08,1823.12,1824.51,1824.83,0.5,
[2026-05-06 15:30:49.172] ,438,29.04,29.12,100549.3,241168.16,226.43,246.6,252.51,255.6,1571.38,1793.07,1805.96,1807.33,1807.64,0.48,
[2026-05-06 15:30:54.185] ,438,29.02,29.13,100548.84,240319.17,224.15,243.85,249.49,252.42,1556.22,1775.32,1787.83,1789.16,1789.46,0.49,
[2026-05-06 15:30:59.205] ,438,29.02,29.15,100548.73,240827.84,221.67,241.16,246.74,249.65,1538.99,1755.68,1768.06,1769.37,1769.67,0.52,
[2026-05-06 15:31:04.215] ,439,29.01,29.22,100547.49,243403.84,218.42,237.61,243.09,245.95,1516.44,1729.93,1742.12,1743.41,1743.7,0.5,
[2026-05-06 15:31:09.230] ,440,29.04,29.22,100547.54,237476.81,215.61,235.2,241.15,244.26,1495.36,1706.97,1719.59,1720.95,1721.25,0.52,
[2026-05-06 15:31:14.244] ,440,29.06,29.21,100547.24,235024.09,214.92,234.61,240.68,243.84,1490.19,1701.34,1714.07,1715.46,1715.76,0.48,
[2026-05-06 15:31:19.265] ,438,29.09,29.19,100547.93,235348.2,214.05,233.37,239.17,242.19,1484.86,1694.76,1707.17,1708.51,1708.81,0.47,
[2026-05-06 15:31:24.275] ,437,29.1,29.17,100547.08,234539.62,212.96,231.9,237.45,240.34,1478.01,1686.47,1698.57,1699.86,1700.15,0.48,
[2026-05-06 15:31:29.292] ,434,29.09,29.16,100546.85,235673.19,212.92,231.74,237.19,240.03,1477.95,1686.22,1698.21,1699.49,1699.77,0.49,
[2026-05-06 15:31:34.308] ,434,29.07,29.19,100547.37,237642.14,213.72,232.52,237.91,240.72,1483.75,1692.68,1704.63,1705.9,1706.18,0.49,
[2026-05-06 15:31:39.325] ,434,29.03,29.24,100546,238973.16,215.49,234.5,239.98,242.83,1495.89,1706.62,1718.72,1720,1720.29,0.48,
[2026-05-06 15:31:44.336] ,432,29.06,29.26,100547.84,236325.88,219.54,238.63,243.98,246.77,1524.72,1739.04,1751.11,1752.38,1752.67,0.48,
[2026-05-06 15:31:49.347] ,433,29.08,29.25,100548.51,238305.8,220.82,239.66,244.74,247.4,1534.49,1749.58,1761.4,1762.62,1762.91,0.48,
[2026-05-06 15:31:54.366] ,433,29.1,29.24,100546.44,240319.17,221.02,239.93,245.06,247.74,1535.75,1751.1,1762.97,1764.21,1764.49,0.48,
[2026-05-06 15:31:59.385] ,433,29.12,29.21,100546.61,236325.88,219.14,238,243.18,245.88,1522.42,1736.09,1747.96,1749.2,1749.48,0.48,
[2026-05-06 15:32:04.393] ,431,29.12,29.15,100545.39,230734.56,217.36,236.4,241.81,244.63,1509.23,1721.61,1733.69,1734.96,1735.25,0.48,
[2026-05-06 15:32:09.409] ,432,29.12,29.06,100545.49,229493.5,215.1,234.3,239.95,242.9,1492.68,1703.32,1715.6,1716.92,1717.21,0.48,
[2026-05-06 15:32:14.432] ,431,29.09,29,100543.61,229339.31,212.42,231.27,236.76,239.63,1474.33,1682.2,1694.23,1695.52,1695.8,0.49,
[2026-05-06 15:32:19.446] ,431,29.07,29,100543.86,229647.91,211.12,229.59,234.83,237.56,1465.92,1672.17,1683.88,1685.12,1685.4,0.49,
[2026-05-06 15:32:24.461] ,433,29.04,29.08,100544.8,238139.53,210.1,228.09,232.98,235.53,1459.77,1664.5,1675.81,1676.98,1677.26,0.5,
[2026-05-06 15:32:29.470] ,434,29.03,29.23,100543.18,239644.28,208.41,226.74,232,234.73,1446.91,1650.65,1662.3,1663.54,1663.81,0.5,
[2026-05-06 15:32:34.495] ,433,29.02,29.31,100543.17,248001.94,209.85,228.33,233.64,236.41,1456.83,1662.01,1673.76,1675.01,1675.29,0.48,
[2026-05-06 15:32:39.508] ,433,29.01,29.3,100543.62,245681.38,209.71,228.31,233.73,236.55,1455.55,1660.77,1672.63,1673.9,1674.18,0.51,
[2026-05-06 15:32:44.524] ,433,28.97,29.11,100543.66,244624.94,210.27,228.92,234.34,237.17,1459.44,1665.2,1677.09,1678.36,1678.64,0.48,
[2026-05-06 15:32:49.536] ,433,28.94,29.01,100541.35,243925.67,212.35,230.82,236.01,238.72,1474.7,1682.02,1693.71,1694.94,1695.22,0.48,
[2026-05-06 15:32:54.554] ,433,28.92,29.1,100541.48,239140.59,211.75,229.84,234.73,237.28,1471.35,1677.63,1688.98,1690.16,1690.43,0.48,
[2026-05-06 15:32:59.572] ,432,28.91,29.21,100542.66,245504.67,207.91,225.42,230.01,232.41,1445.27,1647.47,1658.4,1659.52,1659.78,0.49,
[2026-05-06 15:33:04.588] ,432,28.91,29.37,100543.95,248182.27,209.03,226.63,231.24,233.65,1453.12,1656.41,1667.38,1668.5,1668.77,0.51,
[2026-05-06 15:33:09.602] ,433,28.93,29.44,100543.45,247462.55,212.72,230.87,235.78,238.33,1478.13,1685.33,1696.72,1697.91,1698.18,0.49,
[2026-05-06 15:33:14.620] ,432,28.93,29.46,100542.96,248906.17,215.27,233.3,237.98,240.41,1496.7,1705.93,1717.15,1718.29,1718.56,0.47,
[2026-05-06 15:33:19.634] ,433,28.93,29.5,100543.94,249451.89,215.73,233.59,238.11,240.47,1500.38,1709.78,1720.84,1721.96,1722.23,0.47,
[2026-05-06 15:33:24.643] ,433,28.92,29.49,100544.33,241168.16,215.33,233.32,237.96,240.39,1497.2,1706.43,1717.61,1718.75,1719.02,0.49,
[2026-05-06 15:33:29.658] ,434,28.91,29.37,100544.7,236489.61,214.64,232.64,237.33,239.77,1492.29,1700.94,1712.14,1713.29,1713.56,0.48,
[2026-05-06 15:33:34.675] ,434,28.89,29.25,100544.34,237476.81,210.73,229.24,234.53,237.29,1463.1,1669.07,1680.83,1682.07,1682.35,0.51,
[2026-05-06 15:33:39.694] ,436,28.88,29.24,100543.3,236653.58,205.84,224.25,229.69,232.53,1428.34,1629.97,1641.76,1643.02,1643.3,0.49,
[2026-05-06 15:33:44.711] ,438,28.89,29.26,100543.59,242023.16,201.23,219.21,224.52,227.29,1396.35,1593.44,1604.96,1606.19,1606.46,0.51,
[2026-05-06 15:33:49.725] ,436,28.89,29.31,100543.22,242711.55,200.97,218.81,224.01,226.73,1394.83,1591.51,1602.9,1604.11,1604.38,0.47,
[2026-05-06 15:33:54.745] ,436,28.9,29.29,100543.81,237311.7,199.89,217.79,223.09,225.85,1387,1582.83,1594.29,1595.51,1595.79,0.5,
[2026-05-06 15:33:59.755] ,432,28.94,29.19,100544.34,236653.58,194.78,212.59,218.05,220.9,1350.7,1542.01,1553.51,1554.76,1555.03,0.51,
[2026-05-06 15:34:04.774] ,433,28.96,29.09,100544.47,240150.09,189.84,207.68,213.4,216.38,1315.27,1502.38,1514.02,1515.3,1515.58,0.49,
[2026-05-06 15:34:09.785] ,432,28.95,29.01,100542.94,239140.59,188.22,206.02,211.8,214.81,1303.7,1489.37,1501.02,1502.31,1502.59,0.48,
[2026-05-06 15:34:14.807] ,432,28.94,28.99,100543.8,239476.14,186.92,204.03,209.29,212.03,1296.14,1479.76,1490.81,1492.01,1492.28,0.47,
[2026-05-06 15:34:19.818] ,430,28.92,28.9,100543.61,240997.88,189.58,206.82,212.06,214.8,1314.84,1500.93,1512.03,1513.24,1513.5,0.5,
[2026-05-06 15:34:24.830] ,431,28.9,28.95,100541.96,239140.59,193.28,210.57,215.68,218.34,1341.19,1530.52,1541.59,1542.77,1543.04,0.49,
[2026-05-06 15:34:29.853] ,430,28.89,28.97,100543.78,238639.02,195.32,212.62,217.64,220.26,1355.75,1546.85,1557.87,1559.05,1559.31,0.47,
[2026-05-06 15:34:34.868] ,429,28.89,29.07,100543.16,243751.48,196.85,214.21,219.21,221.81,1366.52,1559.02,1570.06,1571.23,1571.5,0.48,
[2026-05-06 15:34:39.885] ,429,28.9,29.2,100543.4,248543.69,193.67,210.96,216.06,218.72,1343.96,1533.63,1544.69,1545.87,1546.14,0.48,
[2026-05-06 15:34:44.895] ,427,28.89,29.26,100542.64,248543.69,190.81,208.16,213.44,216.19,1323.32,1510.61,1521.79,1523,1523.27,0.49,
[2026-05-06 15:34:49.915] ,427,28.88,29.28,100543.08,249451.89,192.43,210,215.38,218.18,1334.42,1523.39,1534.73,1535.96,1536.23,0.48,
[2026-05-06 15:34:54.936] ,428,28.87,29.23,100542.8,252964.42,192.95,210.68,216.18,219.04,1337.72,1527.36,1538.84,1540.09,1540.36,0.49,
[2026-05-06 15:34:59.953] ,429,28.86,29.09,100544.64,250366.75,188.42,206.25,212.04,215.06,1305.12,1491,1502.68,1503.97,1504.24,0.5,
[2026-05-06 15:35:04.965] ,434,28.85,29.03,100543.64,248362.84,184.96,202.77,208.71,211.8,1280.44,1463.31,1475.05,1476.36,1476.64,0.51,
[2026-05-06 15:35:09.978] ,434,28.85,29.06,100544.06,247462.55,181.6,199.56,205.77,209.01,1256.01,1436.19,1448.14,1449.49,1449.77,0.53,
[2026-05-06 15:35:14.995] ,438,28.86,29.11,100543.12,248362.84,177.24,195.53,202.24,205.73,1223.99,1400.87,1413.23,1414.66,1414.95,0.54,
[2026-05-06 15:35:20.015] ,440,28.88,29.11,100543.93,249817.03,170.88,188.67,195.27,198.7,1179.68,1350.42,1362.48,1363.88,1364.16,0.51,
[2026-05-06 15:35:25.029] ,436,28.92,29.06,100545.4,248543.69,165.76,182.71,188.85,192.05,1145.08,1310.29,1321.71,1323.02,1323.29,0.49,
[2026-05-06 15:35:30.045] ,435,28.95,29.05,100546.12,245858.34,162.51,178.5,184,186.86,1124.2,1285.33,1295.95,1297.15,1297.4,0.49,
[2026-05-06 15:35:35.067] ,436,28.97,29.06,100545.88,239140.59,161.3,177.01,182.33,185.11,1116.18,1275.9,1286.3,1287.47,1287.71,0.5,
[2026-05-06 15:35:40.084] ,434,28.98,29.02,100545.55,242884.25,160.61,175.84,180.8,183.38,1112.4,1270.88,1280.86,1281.96,1282.2,0.49,
[2026-05-06 15:35:45.091] ,434,28.99,28.9,100546.45,253528.09,160.01,174.76,179.36,181.76,1109.24,1266.57,1276.14,1277.18,1277.41,0.5,
[2026-05-06 15:35:50.116] ,433,28.96,28.75,100546.59,253905.28,161.3,176.32,181.07,183.55,1117.85,1276.64,1286.41,1287.49,1287.72,0.52,
[2026-05-06 15:35:55.125] ,433,28.93,28.65,100544.55,257545.27,165.52,180.96,185.85,188.41,1147.03,1310.01,1320.06,1321.16,1321.4,0.48,
[2026-05-06 15:36:00.144] ,432,28.9,28.65,100543.58,252590.03,169.48,185.27,190.27,192.88,1174.48,1341.34,1351.61,1352.74,1352.98,0.5,
[2026-05-06 15:36:05.159] ,430,28.88,28.72,100543.27,252590.03,165.68,180.85,185.51,187.94,1148.84,1311.59,1321.39,1322.46,1322.69,0.48,
[2026-05-06 15:36:10.171] ,431,28.87,28.8,100543.7,253152.05,160.65,174.92,179.08,181.25,1114.96,1272.19,1281.3,1282.27,1282.49,0.48,
[2026-05-06 15:36:15.188] ,430,28.86,28.94,100545.38,249817.03,157.96,171.81,175.75,177.8,1096.81,1251.16,1259.94,1260.87,1261.08,0.46,
